s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
 1.000E+02,-6.070E-05,-2.614E-06,-1.260E-06,-8.496E-08,-1.173E-05,-3.786E-06, 8.018E-05, 2.971E+01, 3.618E+01, 3.629E-01, 5.499E-02
 1.100E+02,-6.153E-05,-2.687E-06,-1.304E-06,-8.844E-08,-1.201E-05,-3.901E-06, 8.152E-05, 3.001E+01, 3.686E+01, 3.680E-01, 5.499E-02
 1.200E+02,-6.150E-05,-2.723E-06,-1.329E-06,-9.068E-08,-1.213E-05,-3.964E-06, 8.174E-05, 3.030E+01, 3.747E+01, 3.663E-01, 5.499E-02
 1.300E+02,-6.257E-05,-2.810E-06,-1.381E-06,-9.476E-08,-1.248E-05,-4.101E-06, 8.344E-05, 3.059E+01, 3.846E+01, 3.733E-01, 5.498E-02
 1.400E+02,-6.499E-05,-2.967E-06,-1.469E-06,-1.015E-07,-1.312E-05,-4.342E-06, 8.699E-05, 3.089E+01, 3.934E+01, 3.872E-01, 5.498E-02
 1.500E+02,-6.361E-05,-2.949E-06,-1.469E-06,-1.022E-07,-1.299E-05,-4.328E-06, 8.545E-05, 3.118E+01, 4.025E+01, 3.787E-01, 5.498E-02
 1.600E+02,-6.467E-05,-3.042E-06,-1.526E-06,-1.068E-07,-1.336E-05,-4.476E-06, 8.718E-05, 3.146E+01, 4.091E+01, 3.850E-01, 5.498E-02
 1.700E+02,-6.500E-05,-3.095E-06,-1.562E-06,-1.099E-07,-1.355E-05,-4.565E-06, 8.787E-05, 3.176E+01, 4.181E+01, 3.878E-01, 5.498E-02
 1.800E+02,-6.495E-05,-3.119E-06,-1.581E-06,-1.118E-07,-1.361E-05,-4.605E-06, 8.798E-05, 3.208E+01, 4.250E+01, 3.857E-01, 5.498E-02
 1.900E+02,-6.553E-05,-3.190E-06,-1.627E-06,-1.158E-07,-1.387E-05,-4.721E-06, 8.905E-05, 3.237E+01, 4.342E+01, 3.894E-01, 5.498E-02
 2.000E+02,-6.771E-05,-3.327E-06,-1.706E-06,-1.220E-07,-1.443E-05,-4.931E-06, 9.223E-05, 3.264E+01, 4.418E+01, 3.978E-01, 5.498E-02
 2.100E+02,-6.649E-05,-3.306E-06,-1.706E-06,-1.228E-07,-1.429E-05,-4.910E-06, 9.083E-05, 3.292E+01, 4.529E+01, 3.947E-01, 5.497E-02
 2.200E+02,-6.829E-05,-3.442E-06,-1.787E-06,-1.294E-07,-1.484E-05,-5.126E-06, 9.361E-05, 3.320E+01, 4.633E+01, 4.032E-01, 5.497E-02
 2.300E+02,-6.880E-05,-3.519E-06,-1.840E-06,-1.342E-07,-1.511E-05,-5.257E-06, 9.466E-05, 3.349E+01, 4.726E+01, 4.067E-01, 5.497E-02
 2.400E+02,-7.044E-05,-3.653E-06,-1.925E-06,-1.415E-07,-1.563E-05,-5.471E-06, 9.726E-05, 3.377E+01, 4.819E+01, 4.156E-01, 5.497E-02
 2.500E+02,-7.092E-05,-3.728E-06,-1.978E-06,-1.465E-07,-1.590E-05,-5.601E-06, 9.827E-05, 3.408E+01, 4.873E+01, 4.188E-01, 5.497E-02
 2.600E+02,-7.129E-05,-3.810E-06,-2.038E-06,-1.521E-07,-1.619E-05,-5.745E-06, 9.923E-05, 3.440E+01, 4.933E+01, 4.225E-01, 5.497E-02
 2.700E+02,-7.402E-05,-3.985E-06,-2.139E-06,-1.602E-07,-1.690E-05,-6.017E-06, 1.032E-04, 3.470E+01, 5.017E+01, 4.366E-01, 5.496E-02
 2.800E+02,-7.337E-05,-4.021E-06,-2.178E-06,-1.644E-07,-1.699E-05,-6.097E-06, 1.028E-04, 3.498E+01, 5.100E+01, 4.328E-01, 5.496E-02
 2.900E+02,-7.344E-05,-4.094E-06,-2.236E-06,-1.701E-07,-1.723E-05,-6.233E-06, 1.034E-04, 3.527E+01, 5.163E+01, 4.323E-01, 5.496E-02
 3.000E+02,-7.437E-05,-4.173E-06,-2.290E-06,-1.753E-07,-1.752E-05,-6.363E-06, 1.049E-04, 3.555E+01, 5.251E+01, 4.372E-01, 5.496E-02
