s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
 1.100E+02,-1.692E-19,-1.780E-19,-1.753E-19,-2.916E-05,-1.797E-19,-7.982E-03,-3.406E-02, 4.207E-02, 1.951E+02, 1.966E+02, 2.820E+01, 5.154E-02
 1.200E+02,-8.929E-20,-1.591E-19,-1.835E-19,-1.492E-19,-1.675E-19,-1.234E-02,-2.853E-02, 4.087E-02, 2.013E+02, 2.520E+02, 2.764E+01, 5.075E-02
 1.300E+02,-2.025E-19,-2.088E-19,-1.951E-19,-2.037E-19,-2.028E-19,-7.474E-03,-2.470E-02, 3.217E-02, 2.526E+02, 4.091E+02, 3.355E+01, 4.990E-02
 1.400E+02,-1.035E-19,-1.097E-19,-1.045E-19,-1.140E-19,-1.176E-19,-7.690E-03,-2.056E-02, 2.825E-02, 2.932E+02, 4.809E+02, 3.302E+01, 4.974E-02
 1.500E+02,-4.819E-20,-4.928E-20,-4.987E-20,-4.136E-20,-5.060E-20,-3.954E-03,-1.593E-02, 1.988E-02, 3.537E+02, 5.550E+02, 3.467E+01, 4.974E-02
 1.600E+02,-2.250E-20,-3.084E-20,-1.799E-20,-4.060E-20,-2.475E-20,-5.429E-03,-1.274E-02, 1.817E-02, 3.824E+02, 5.882E+02, 3.187E+01, 4.974E-02
 1.700E+02,-2.301E-20,-2.652E-20,-3.478E-20,-3.284E-20,-2.398E-20,-6.366E-03,-8.090E-03, 1.446E-02, 4.012E+02, 6.045E+02, 2.698E+01, 4.974E-02
 1.800E+02,-1.135E-20,-1.868E-20,-1.599E-20,-1.552E-20,-2.049E-20,-1.642E-03,-3.325E-03, 4.967E-03, 3.684E+02, 5.117E+02, 9.780E+00, 4.974E-02
 1.900E+02,-1.658E-20,-6.647E-21,-4.135E-21,-9.433E-21,-1.219E-20,-1.363E-03,-2.190E-03, 3.553E-03, 3.283E+02, 4.370E+02, 6.311E+00, 4.974E-02
 2.000E+02,-9.374E-21,-9.002E-21,-7.887E-21,-1.252E-20,-8.669E-21,-1.335E-03,-1.928E-03, 3.263E-03, 3.064E+02, 4.202E+02, 4.794E+00, 4.974E-02
 2.100E+02,-6.418E-21,-5.213E-21,-3.625E-21,-3.351E-21,-4.076E-21,-5.481E-04,-1.666E-03, 2.214E-03, 2.734E+02, 3.443E+02, 1.861E-01, 4.974E-02
 2.200E+02,-2.725E-21,-4.055E-21,-4.393E-21,-6.581E-21,-2.757E-21,-8.542E-04,-1.495E-03, 2.349E-03, 2.521E+02, 2.993E+02, 9.784E-01, 4.974E-02
 2.300E+02,-2.988E-21,-3.536E-21,-4.112E-21,-5.222E-21,-3.192E-21,-5.863E-04,-7.800E-04, 1.366E-03, 2.362E+02, 2.883E+02,-5.215E-01, 4.974E-02
 2.400E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.101E+02, 2.427E+02,-3.033E+00, 4.974E-02
 2.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.934E+02, 2.249E+02,-2.572E+00, 4.974E-02
 2.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.815E+02, 2.110E+02,-2.219E+00, 4.974E-02
 2.700E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.719E+02, 2.001E+02,-1.986E+00, 4.974E-02
 2.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.638E+02, 1.906E+02,-1.809E+00, 4.974E-02
 2.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.570E+02, 1.829E+02,-1.622E+00, 4.974E-02
 3.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.512E+02, 1.762E+02,-1.495E+00, 4.974E-02
 3.100E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.459E+02, 1.698E+02,-1.396E+00, 4.974E-02
 3.200E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.412E+02, 1.640E+02,-1.301E+00, 4.974E-02
 3.300E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.370E+02, 1.589E+02,-1.229E+00, 4.974E-02
 3.400E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.332E+02, 1.544E+02,-1.154E+00, 4.974E-02
 3.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.297E+02, 1.503E+02,-1.081E+00, 4.974E-02
 3.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.265E+02, 1.462E+02,-1.034E+00, 4.974E-02
 3.700E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.234E+02, 1.422E+02,-1.006E+00, 4.974E-02
 3.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.206E+02, 1.390E+02,-9.523E-01, 4.974E-02
 3.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.180E+02, 1.357E+02,-9.101E-01, 4.974E-02
 4.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.156E+02, 1.328E+02,-8.612E-01, 4.974E-02
 4.100E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.132E+02, 1.300E+02,-8.458E-01, 4.974E-02
 4.200E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.111E+02, 1.271E+02,-8.050E-01, 4.974E-02
 4.300E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.089E+02, 1.246E+02,-7.908E-01, 4.974E-02
 4.400E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.070E+02, 1.221E+02,-7.564E-01, 4.974E-02
 4.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.050E+02, 1.197E+02,-7.576E-01, 4.974E-02
 4.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.033E+02, 1.176E+02,-7.085E-01, 4.974E-02
 4.700E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.016E+02, 1.155E+02,-6.863E-01, 4.974E-02
 4.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.001E+02, 1.135E+02,-6.618E-01, 4.974E-02
 4.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.845E+01, 1.115E+02,-6.670E-01, 4.974E-02
 5.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.699E+01, 1.096E+02,-6.335E-01, 4.974E-02
 5.100E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.561E+01, 1.079E+02,-6.150E-01, 4.974E-02
 5.200E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.420E+01, 1.059E+02,-6.157E-01, 4.974E-02
 5.300E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.282E+01, 1.041E+02,-6.097E-01, 4.974E-02
 5.400E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.153E+01, 1.024E+02,-5.852E-01, 4.974E-02
 5.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.042E+01, 1.013E+02,-5.549E-01, 4.974E-02
 5.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.931E+01, 1.000E+02,-5.460E-01, 4.974E-02
 5.700E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.814E+01, 9.861E+01,-5.444E-01, 4.974E-02
 5.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.706E+01, 9.748E+01,-5.341E-01, 4.974E-02
 5.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.600E+01, 9.618E+01,-5.250E-01, 4.974E-02
 6.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.498E+01, 9.481E+01,-5.145E-01, 4.974E-02
