s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
 1.100E+02,-1.921E-19,-1.905E-19,-2.001E-19,-4.543E-05,-1.838E-19,-9.568E-03,-3.392E-02, 4.353E-02, 1.952E+02, 1.984E+02, 4.763E+01, 5.131E-02
 1.200E+02,-1.518E-19,-1.491E-19,-1.421E-19,-5.552E-07,-1.448E-19,-1.398E-02,-2.605E-02, 4.003E-02, 1.993E+02, 2.489E+02, 4.855E+01, 5.080E-02
 1.300E+02,-6.792E-20,-7.157E-20,-7.952E-20,-7.548E-20,-7.823E-20,-8.703E-03,-1.574E-02, 2.444E-02, 2.249E+02, 3.157E+02, 5.207E+01, 4.979E-02
 1.400E+02,-3.759E-20,-3.384E-20,-3.379E-20,-3.101E-20,-3.344E-20,-3.976E-03,-7.047E-03, 1.102E-02, 2.445E+02, 3.367E+02, 3.997E+01, 4.919E-02
 1.500E+02,-2.619E-20,-2.577E-20,-2.789E-20,-2.572E-20,-2.815E-20,-2.155E-03,-3.495E-03, 5.651E-03, 2.390E+02, 3.216E+02, 2.652E+01, 4.919E-02
 1.600E+02,-1.794E-20,-1.699E-20,-1.563E-20,-1.774E-20,-1.682E-20,-1.658E-03,-2.540E-03, 4.198E-03, 2.295E+02, 3.148E+02, 1.984E+01, 4.919E-02
 1.700E+02,-1.364E-20,-1.334E-20,-1.284E-20,-1.457E-20,-1.299E-20,-1.359E-03,-2.182E-03, 3.541E-03, 2.210E+02, 3.123E+02, 1.646E+01, 4.919E-02
 1.800E+02,-1.256E-20,-1.338E-20,-1.345E-20,-1.309E-20,-1.219E-20,-1.258E-03,-2.169E-03, 3.427E-03, 2.136E+02, 3.258E+02, 1.529E+01, 4.919E-02
 1.900E+02,-9.581E-21,-1.080E-20,-1.029E-20,-7.891E-21,-1.069E-20,-9.717E-04,-1.810E-03, 2.782E-03, 2.064E+02, 3.349E+02, 1.136E+01, 4.919E-02
 2.000E+02,-6.381E-21,-5.917E-21,-6.324E-21,-6.871E-21,-6.497E-21,-5.718E-04,-1.174E-03, 1.746E-03, 1.932E+02, 3.180E+02, 6.333E+00, 4.919E-02
 2.100E+02,-4.110E-21,-3.184E-21,-3.261E-21,-2.712E-21,-3.937E-21,-4.545E-04,-9.054E-04, 1.360E-03, 1.812E+02, 2.924E+02, 4.224E+00, 4.919E-02
 2.200E+02,-4.479E-21,-3.710E-21,-3.484E-21,-4.071E-21,-2.619E-21,-2.943E-04,-5.983E-04, 8.926E-04, 1.698E+02, 2.671E+02, 2.192E+00, 4.919E-02
 2.300E+02,-1.911E-21,-2.216E-21,-2.248E-21,-2.401E-21,-1.825E-21,-2.408E-04,-4.680E-04, 7.088E-04, 1.603E+02, 2.565E+02, 1.523E+00, 4.919E-02
 2.400E+02,-1.737E-21,-1.558E-21,-1.104E-21,-6.595E-22,-8.407E-22,-1.832E-04,-3.538E-04, 5.369E-04, 1.519E+02, 2.281E+02, 8.817E-01, 4.919E-02
 2.500E+02,-1.305E-21,-1.008E-21,-1.610E-21,-7.245E-22,-9.048E-22,-1.371E-04,-2.409E-04, 3.780E-04, 1.449E+02, 2.101E+02, 3.863E-01, 4.919E-02
 2.600E+02,-1.041E-21,-3.751E-22,-8.295E-22,-7.277E-22,-8.352E-22,-1.133E-04,-1.906E-04, 3.039E-04, 1.385E+02, 1.976E+02, 1.309E-01, 4.919E-02
 2.700E+02,-3.399E-22,-3.349E-22,-2.978E-22,-2.381E-22,-3.114E-22,-9.188E-05,-1.620E-04, 2.539E-04, 1.329E+02, 1.958E+02,-1.568E-02, 4.919E-02
 2.800E+02,-4.403E-22,-3.210E-22,-6.944E-22,-2.311E-22,-5.686E-22,-6.848E-05,-1.260E-04, 1.945E-04, 1.281E+02, 1.956E+02,-1.087E-01, 4.919E-02
 2.900E+02,-2.067E-22,-1.585E-22,-2.190E-22,-1.017E-22,-1.146E-22,-4.583E-05,-7.761E-05, 1.234E-04, 1.236E+02, 1.931E+02,-3.051E-01, 4.919E-02
 3.000E+02,-2.951E-22,-1.299E-22,-1.165E-22,-6.851E-23,-5.602E-23,-3.524E-05,-6.158E-05, 9.682E-05, 1.196E+02, 1.899E+02,-3.664E-01, 4.919E-02
 3.100E+02,-4.169E-23,-4.618E-23,-5.799E-23,-3.087E-23,-3.816E-23,-2.887E-05,-5.201E-05, 8.088E-05, 1.159E+02, 1.877E+02,-4.095E-01, 4.919E-02
 3.200E+02,-9.288E-23,-4.282E-23,-5.058E-23,-2.659E-23,-3.120E-23,-2.422E-05,-4.438E-05, 6.860E-05, 1.127E+02, 1.860E+02,-3.766E-01, 4.919E-02
 3.300E+02,-1.411E-22,-2.621E-23,-3.468E-23,-2.210E-23,-3.242E-23,-2.166E-05,-4.046E-05, 6.212E-05, 1.098E+02, 1.835E+02,-3.778E-01, 4.919E-02
 3.400E+02,-2.626E-23,-8.097E-23,-6.082E-23,-6.396E-23,-1.033E-22,-1.857E-05,-3.514E-05, 5.372E-05, 1.070E+02, 1.790E+02,-4.107E-01, 4.919E-02
 3.500E+02,-5.157E-23,-6.163E-23,-5.793E-23,-7.198E-23,-7.689E-23,-1.706E-05,-3.248E-05, 4.954E-05, 1.044E+02, 1.752E+02,-3.871E-01, 4.919E-02
 3.600E+02,-2.708E-23,-4.206E-23,-3.159E-23,-6.435E-23,-4.834E-23,-1.485E-05,-2.861E-05, 4.345E-05, 1.021E+02, 1.703E+02,-3.981E-01, 4.919E-02
 3.700E+02,-6.269E-23,-2.142E-23,-2.791E-23,-2.172E-23,-1.640E-23,-1.350E-05,-2.602E-05, 3.952E-05, 9.994E+01, 1.656E+02,-3.881E-01, 4.919E-02
 3.800E+02,-1.573E-23,-1.356E-23,-1.090E-23, 0.000E+00, 0.000E+00,-1.182E-05,-2.289E-05, 3.471E-05, 9.795E+01, 1.607E+02,-3.847E-01, 4.919E-02
 3.900E+02, 0.000E+00, 0.000E+00,-8.929E-24, 0.000E+00, 0.000E+00,-1.156E-05,-2.239E-05, 3.395E-05, 9.597E+01, 1.556E+02,-3.952E-01, 4.919E-02
 4.000E+02,-1.936E-23, 0.000E+00,-5.638E-24, 0.000E+00, 0.000E+00,-1.065E-05,-2.084E-05, 3.150E-05, 9.414E+01, 1.511E+02,-3.972E-01, 4.919E-02
 4.100E+02,-1.880E-23, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-9.403E-06,-1.854E-05, 2.795E-05, 9.249E+01, 1.466E+02,-3.887E-01, 4.919E-02
 4.200E+02,-3.045E-23, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-8.963E-06,-1.773E-05, 2.669E-05, 9.096E+01, 1.422E+02,-3.700E-01, 4.919E-02
 4.300E+02,-3.683E-24, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-8.071E-06,-1.609E-05, 2.416E-05, 8.948E+01, 1.378E+02,-3.723E-01, 4.919E-02
 4.400E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.718E-06,-1.538E-05, 2.309E-05, 8.812E+01, 1.343E+02,-3.575E-01, 4.919E-02
 4.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.338E-06,-1.461E-05, 2.195E-05, 8.676E+01, 1.309E+02,-3.588E-01, 4.919E-02
 4.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.062E-06,-1.418E-05, 2.124E-05, 8.549E+01, 1.275E+02,-3.666E-01, 4.919E-02
 4.700E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.616E-06,-1.336E-05, 1.997E-05, 8.427E+01, 1.241E+02,-3.596E-01, 4.919E-02
 4.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.305E-06,-1.279E-05, 1.909E-05, 8.312E+01, 1.207E+02,-3.621E-01, 4.919E-02
 4.900E+02,-1.198E-23, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.910E-06,-1.202E-05, 1.793E-05, 8.202E+01, 1.175E+02,-3.533E-01, 4.919E-02
 5.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.965E-06,-1.214E-05, 1.810E-05, 8.096E+01, 1.146E+02,-3.563E-01, 4.919E-02
 5.100E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.024E-06,-1.226E-05, 1.829E-05, 7.993E+01, 1.116E+02,-3.616E-01, 4.919E-02
 5.200E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.659E-06,-1.161E-05, 1.727E-05, 7.893E+01, 1.091E+02,-3.649E-01, 4.919E-02
 5.300E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.004E-06,-1.039E-05, 1.539E-05, 7.805E+01, 1.065E+02,-3.531E-01, 4.919E-02
 5.400E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.940E-06,-1.018E-05, 1.512E-05, 7.727E+01, 1.026E+02,-3.350E-01, 4.919E-02
 5.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.020E-06,-1.035E-05, 1.537E-05, 7.642E+01, 1.011E+02,-3.372E-01, 4.919E-02
 5.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.694E-06,-9.726E-06, 1.442E-05, 7.561E+01, 9.947E+01,-3.408E-01, 4.919E-02
 5.700E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.619E-06,-9.625E-06, 1.424E-05, 7.480E+01, 9.755E+01,-3.442E-01, 4.919E-02
 5.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.480E-06,-9.357E-06, 1.384E-05, 7.408E+01, 9.624E+01,-3.333E-01, 4.919E-02
 5.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.558E-06,-9.535E-06, 1.409E-05, 7.333E+01, 9.521E+01,-3.399E-01, 4.919E-02
 6.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.185E-06,-8.807E-06, 1.299E-05, 7.263E+01, 9.423E+01,-3.395E-01, 4.919E-02
