s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
Time,mdot_hexane,mdot_heptane,mdot_octane,mdot_decane,mdot_benzene,mdot_toluene,mdot,Tsurf,Tsurf_max,flux,delta
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.000E+01, 2.000E+01, 9.000E+00, 6.000E-02
 1.000E+01,-6.337E-05,-2.448E-06,-1.123E-06,-7.217E-08,-1.133E-05,-3.496E-06, 8.184E-05, 2.618E+01, 2.716E+01, 4.506E+00, 6.000E-02
 2.002E+01,-7.953E-05,-3.134E-06,-1.454E-06,-9.488E-08,-1.436E-05,-4.471E-06, 1.030E-04, 2.812E+01, 3.151E+01, 5.833E-01, 6.000E-02
 3.000E+01,-8.402E-05,-3.373E-06,-1.579E-06,-1.040E-07,-1.537E-05,-4.819E-06, 1.093E-04, 2.864E+01, 3.446E+01, 6.150E-01, 6.000E-02
 4.001E+01,-8.636E-05,-3.538E-06,-1.673E-06,-1.114E-07,-1.601E-05,-5.065E-06, 1.128E-04, 2.924E+01, 3.776E+01, 6.338E-01, 5.999E-02
 5.000E+01,-8.819E-05,-3.693E-06,-1.765E-06,-1.190E-07,-1.660E-05,-5.298E-06, 1.157E-04, 2.985E+01, 4.093E+01, 6.438E-01, 5.999E-02
 6.001E+01,-9.131E-05,-3.911E-06,-1.891E-06,-1.290E-07,-1.746E-05,-5.626E-06, 1.203E-04, 3.049E+01, 4.384E+01, 6.651E-01, 5.999E-02
 7.000E+01,-9.444E-05,-4.149E-06,-2.031E-06,-1.406E-07,-1.838E-05,-5.987E-06, 1.251E-04, 3.114E+01, 4.712E+01, 6.872E-01, 5.998E-02
 8.001E+01,-9.660E-05,-4.364E-06,-2.167E-06,-1.523E-07,-1.917E-05,-6.320E-06, 1.288E-04, 3.182E+01, 5.084E+01, 7.020E-01, 5.998E-02
 9.001E+01,-9.844E-05,-4.574E-06,-2.304E-06,-1.644E-07,-1.994E-05,-6.655E-06, 1.321E-04, 3.248E+01, 5.424E+01, 7.137E-01, 5.998E-02
 1.000E+02,-1.010E-04,-4.826E-06,-2.467E-06,-1.792E-07,-2.086E-05,-7.047E-06, 1.364E-04, 3.317E+01, 5.827E+01, 7.317E-01, 5.997E-02
 1.100E+02,-1.057E-04,-5.153E-06,-2.665E-06,-1.964E-07,-2.212E-05,-7.543E-06, 1.434E-04, 3.385E+01, 6.183E+01, 7.632E-01, 5.997E-02
 1.200E+02,-1.085E-04,-5.436E-06,-2.859E-06,-2.152E-07,-2.314E-05,-7.990E-06, 1.481E-04, 3.456E+01, 6.621E+01, 7.788E-01, 5.997E-02
 1.300E+02,-1.579E-04,-6.008E-06,-3.227E-06,-2.497E-07,-2.531E-05,-8.881E-06, 2.016E-04, 3.533E+01, 7.033E+01, 9.989E-01, 5.996E-02
 1.400E+02,-1.095E-03,-7.819E-06,-4.348E-06,-3.550E-07,-3.301E-05,-1.157E-05, 1.152E-03, 3.794E+01, 7.619E+01, 3.695E+00, 5.996E-02
 1.500E+02,-3.453E-03,-1.131E-05,-6.560E-06,-5.712E-07,-9.973E-05,-1.666E-05, 3.588E-03, 4.435E+01, 8.376E+01, 7.799E+00, 5.993E-02
 1.600E+02,-1.475E-02,-1.525E-05,-9.059E-06,-8.216E-07,-2.897E-04,-2.221E-05, 1.509E-02, 5.499E+01, 8.404E+01, 1.611E+01, 5.947E-02
 1.700E+02,-4.797E-02,-9.458E-06,-5.620E-06,-5.220E-07,-5.250E-04,-1.341E-05, 4.852E-02, 6.908E+01, 8.874E+01, 3.082E+01, 5.690E-02
 1.800E+02,-8.110E-02,-2.051E-07,-1.203E-07,-1.131E-08,-3.120E-03,-2.828E-07, 8.422E-02, 7.343E+01, 9.252E+01, 3.247E+01, 5.548E-02
 1.900E+02,-1.135E-01,-7.703E-05,-1.372E-09,-1.272E-10,-7.271E-03,-3.241E-09, 1.208E-01, 7.797E+01, 9.949E+01, 3.519E+01, 5.454E-02
 2.000E+02,-6.264E-02,-9.523E-04,-1.197E-07,-1.146E-08,-1.587E-02,-7.737E-05, 7.954E-02, 8.294E+01, 1.092E+02, 3.238E+01, 5.351E-02
 2.100E+02,-2.728E-02,-1.897E-03,-8.977E-05,-2.066E-08,-2.885E-02,-6.149E-04, 5.873E-02, 8.846E+01, 1.111E+02, 2.960E+01, 5.284E-02
 2.200E+02,-1.379E-02,-4.480E-03,-4.540E-04,-6.136E-08,-3.315E-02,-2.376E-03, 5.425E-02, 9.397E+01, 1.113E+02, 2.872E+01, 5.218E-02
 2.300E+02,-5.910E-03,-8.662E-03,-1.241E-03,-5.232E-06,-2.773E-02,-5.967E-03, 4.951E-02, 9.879E+01, 1.123E+02, 2.877E+01, 5.175E-02
 2.400E+02,-2.696E-03,-9.785E-03,-3.959E-03,-4.299E-04,-1.620E-02,-1.418E-02, 4.725E-02, 1.061E+02, 1.631E+02, 3.263E+01, 5.115E-02
