s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
 2.500E+02,-1.369E-03,-7.626E-03,-6.931E-03,-1.377E-03,-7.352E-03,-2.218E-02, 4.683E-02, 1.165E+02, 3.010E+02, 3.355E+01, 5.053E-02
 2.600E+02,-6.703E-04,-3.532E-03,-1.157E-02,-4.392E-03,-2.862E-03,-2.246E-02, 4.548E-02, 1.434E+02, 3.542E+02, 3.633E+01, 4.980E-02
 2.700E+02,-2.915E-04,-1.251E-03,-8.416E-03,-3.889E-03,-9.667E-04,-1.378E-02, 2.859E-02, 2.381E+02, 4.832E+02, 4.295E+01, 4.974E-02
 2.800E+02,-1.198E-04,-5.235E-04,-4.657E-03,-1.909E-03,-3.640E-04,-8.115E-03, 1.569E-02, 3.297E+02, 5.843E+02, 3.899E+01, 4.974E-02
 2.900E+02,-3.374E-05,-1.887E-04,-2.313E-03,-9.308E-04,-8.751E-05,-4.714E-03, 8.268E-03, 3.519E+02, 5.467E+02, 2.483E+01, 4.974E-02
 3.000E+02,-1.589E-05,-1.007E-04,-2.581E-03,-9.890E-04,-5.691E-05,-2.225E-03, 5.968E-03, 3.474E+02, 4.999E+02, 1.983E+01, 4.974E-02
 3.100E+02,-3.286E-07,-4.124E-06,-1.159E-03,-1.185E-03,-2.323E-06,-1.355E-03, 3.705E-03, 3.258E+02, 4.697E+02, 9.671E+00, 4.974E-02
 3.200E+02,-1.181E-20,-1.132E-20,-8.360E-04,-6.614E-04,-1.181E-20,-1.017E-03, 2.514E-03, 2.829E+02, 4.280E+02, 3.058E+00, 4.974E-02
 3.300E+02,-8.506E-21,-8.506E-21,-5.811E-04,-3.157E-04,-9.494E-21,-8.832E-04, 1.780E-03, 2.449E+02, 3.379E+02,-1.126E-01, 4.974E-02
 3.400E+02,-4.833E-21,-5.077E-21,-4.954E-04,-2.758E-04,-5.241E-21,-4.158E-04, 1.187E-03, 2.189E+02, 2.877E+02,-9.712E-01, 4.974E-02
 3.500E+02,-1.941E-21,-1.349E-21,-1.209E-04,-1.129E-04,-2.117E-21,-2.632E-04, 4.969E-04, 1.984E+02, 2.496E+02,-1.860E+00, 4.974E-02
 3.600E+02,-1.556E-21,-1.665E-21,-2.316E-04,-5.288E-05,-1.801E-21,-4.652E-05, 3.310E-04, 1.814E+02, 2.163E+02,-1.754E+00, 4.974E-02
 3.700E+02,-2.980E-22,-3.465E-22,-4.543E-06,-7.953E-05,-3.311E-22,-1.920E-14, 8.408E-05, 1.686E+02, 2.003E+02,-2.047E+00, 4.974E-02
 3.800E+02, 0.000E+00,-2.665E-23,-3.228E-23,-6.004E-06,-2.225E-23,-2.510E-23, 6.004E-06, 1.569E+02, 1.856E+02,-1.971E+00, 4.974E-02
 3.900E+02,-2.362E-23,-1.896E-23,-1.446E-23,-4.162E-06,-1.599E-23,-1.519E-23, 4.162E-06, 1.479E+02, 1.753E+02,-1.762E+00, 4.974E-02
 4.000E+02, 0.000E+00,-2.328E-23, 0.000E+00,-3.176E-06, 0.000E+00,-7.155E-24, 3.176E-06, 1.404E+02, 1.672E+02,-1.600E+00, 4.974E-02
 4.100E+02, 0.000E+00,-1.318E-23, 0.000E+00,-2.547E-06,-1.494E-23,-5.114E-24, 2.547E-06, 1.341E+02, 1.600E+02,-1.456E+00, 4.974E-02
 4.200E+02, 0.000E+00,-8.665E-24, 0.000E+00,-2.107E-06,-1.060E-23, 0.000E+00, 2.107E-06, 1.286E+02, 1.540E+02,-1.356E+00, 4.974E-02
 4.300E+02,-2.043E-23,-1.091E-23, 0.000E+00,-1.796E-06,-8.024E-24, 0.000E+00, 1.796E-06, 1.239E+02, 1.486E+02,-1.254E+00, 4.974E-02
 4.400E+02, 0.000E+00,-6.235E-24, 0.000E+00,-1.542E-06,-6.226E-24, 0.000E+00, 1.542E-06, 1.196E+02, 1.435E+02,-1.178E+00, 4.974E-02
 4.500E+02,-1.111E-23, 0.000E+00, 0.000E+00,-1.363E-06,-9.241E-24, 0.000E+00, 1.363E-06, 1.158E+02, 1.388E+02,-1.102E+00, 4.974E-02
 4.600E+02,-7.893E-24, 0.000E+00, 0.000E+00,-1.235E-06,-6.584E-24, 0.000E+00, 1.235E-06, 1.123E+02, 1.345E+02,-1.044E+00, 4.974E-02
 4.700E+02,-5.590E-24, 0.000E+00, 0.000E+00,-1.106E-06,-4.907E-24, 0.000E+00, 1.106E-06, 1.092E+02, 1.308E+02,-9.902E-01, 4.974E-02
 4.800E+02,-4.262E-24, 0.000E+00, 0.000E+00,-1.027E-06,-6.975E-24, 0.000E+00, 1.027E-06, 1.063E+02, 1.273E+02,-9.348E-01, 4.974E-02
 4.900E+02,-5.927E-24,-2.678E-24,-3.213E-23,-9.545E-07,-4.677E-24,-4.450E-24, 9.545E-07, 1.037E+02, 1.241E+02,-8.963E-01, 4.974E-02
 5.000E+02,-3.770E-24,-2.711E-23,-5.313E-23,-8.670E-07,-5.311E-24,-5.265E-23, 8.670E-07, 1.012E+02, 1.209E+02,-8.583E-01, 4.974E-02
 5.100E+02,-5.060E-24,-1.379E-23,-2.813E-23,-8.101E-07,-5.057E-24,-2.796E-23, 8.101E-07, 9.891E+01, 1.182E+02,-8.204E-01, 4.974E-02
 5.200E+02,-1.502E-24,-1.765E-24,-3.122E-24,-2.658E-07,-1.546E-24,-3.152E-24, 2.658E-07, 9.675E+01, 1.156E+02,-7.952E-01, 4.974E-02
 5.300E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.471E+01, 1.132E+02,-7.660E-01, 4.974E-02
 5.400E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.281E+01, 1.107E+02,-7.386E-01, 4.974E-02
 5.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.103E+01, 1.083E+02,-7.080E-01, 4.974E-02
 5.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.938E+01, 1.062E+02,-6.823E-01, 4.974E-02
 5.700E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.781E+01, 1.041E+02,-6.560E-01, 4.974E-02
 5.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.630E+01, 1.021E+02,-6.372E-01, 4.974E-02
 5.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.488E+01, 1.004E+02,-6.163E-01, 4.974E-02
 6.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.347E+01, 9.854E+01,-6.078E-01, 4.974E-02
