s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
 2.100E+02,-1.166E-23,-1.493E-23,-8.601E-24,-9.969E-07,-1.231E-23,-5.521E-06,-1.839E-05, 2.491E-05, 1.293E+02, 1.577E+02,-1.346E+00, 4.974E-02
 2.200E+02,-6.521E-23,-2.788E-23,-2.982E-23,-8.763E-07,-4.012E-23,-4.860E-06,-1.646E-05, 2.220E-05, 1.241E+02, 1.507E+02,-1.245E+00, 4.974E-02
 2.300E+02,-3.693E-23,-1.032E-23,-1.139E-23,-8.548E-07,-1.631E-23,-4.202E-06,-1.428E-05, 1.934E-05, 1.196E+02, 1.446E+02,-1.166E+00, 4.974E-02
 2.400E+02, 0.000E+00, 0.000E+00, 0.000E+00,-7.915E-07, 0.000E+00,-3.682E-06,-1.264E-05, 1.711E-05, 1.155E+02, 1.391E+02,-1.096E+00, 4.974E-02
 2.500E+02,-1.716E-23, 0.000E+00, 0.000E+00,-6.811E-07, 0.000E+00,-3.312E-06,-1.149E-05, 1.549E-05, 1.118E+02, 1.343E+02,-1.036E+00, 4.974E-02
 2.600E+02,-2.474E-23, 0.000E+00, 0.000E+00,-5.743E-07, 0.000E+00,-2.881E-06,-1.009E-05, 1.354E-05, 1.085E+02, 1.299E+02,-9.748E-01, 4.974E-02
 2.700E+02, 0.000E+00, 0.000E+00, 0.000E+00,-5.734E-07, 0.000E+00,-2.745E-06,-9.668E-06, 1.299E-05, 1.055E+02, 1.266E+02,-9.346E-01, 4.974E-02
 2.800E+02,-1.461E-23, 0.000E+00, 0.000E+00,-5.421E-07, 0.000E+00,-2.449E-06,-8.719E-06, 1.171E-05, 1.027E+02, 1.248E+02,-8.857E-01, 4.974E-02
 2.900E+02, 0.000E+00, 0.000E+00, 0.000E+00,-5.013E-07, 0.000E+00,-2.315E-06,-8.304E-06, 1.112E-05, 1.001E+02, 1.229E+02,-8.470E-01, 4.974E-02
 3.000E+02, 0.000E+00, 0.000E+00, 0.000E+00,-4.401E-07, 0.000E+00,-1.992E-06,-7.197E-06, 9.629E-06, 9.773E+01, 1.209E+02,-8.130E-01, 4.974E-02
