s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
 3.700E+02,-1.315E-04,-2.275E-05,-1.276E-03,-4.588E-04,-1.071E-04,-4.376E-04, 2.434E-03, 2.059E+02, 3.461E+02, 1.005E+01, 4.919E-02
 3.800E+02,-7.801E-05,-1.277E-05,-8.744E-04,-4.428E-04,-6.231E-05,-3.549E-04, 1.825E-03, 1.940E+02, 3.324E+02, 6.470E+00, 4.919E-02
 3.900E+02,-6.354E-05,-1.304E-05,-8.232E-04,-4.896E-04,-5.239E-05,-1.923E-04, 1.634E-03, 1.836E+02, 3.125E+02, 5.461E+00, 4.919E-02
 4.000E+02,-3.816E-05,-6.401E-06,-5.389E-04,-3.455E-04,-3.212E-05,-1.720E-04, 1.133E-03, 1.746E+02, 3.107E+02, 3.334E+00, 4.919E-02
 4.100E+02,-2.255E-05,-3.950E-06,-3.729E-04,-1.861E-04,-1.879E-05,-1.263E-04, 7.306E-04, 1.653E+02, 2.885E+02, 1.548E+00, 4.919E-02
 4.200E+02,-2.135E-05,-3.475E-06,-2.745E-04,-1.379E-04,-1.811E-05,-3.036E-05, 4.858E-04, 1.560E+02, 2.606E+02, 3.540E-01, 4.919E-02
 4.300E+02,-1.476E-05,-2.481E-06,-1.534E-04,-8.067E-05,-1.423E-05,-3.606E-05, 3.016E-04, 1.478E+02, 2.331E+02,-4.877E-01, 4.919E-02
 4.400E+02,-2.233E-06,-4.263E-07,-1.660E-04,-6.674E-05,-2.511E-06,-6.006E-05, 2.980E-04, 1.412E+02, 2.113E+02,-4.922E-01, 4.919E-02
 4.500E+02,-9.924E-07,-1.884E-07,-1.127E-04,-5.459E-05,-1.586E-06,-2.385E-05, 1.939E-04, 1.354E+02, 1.958E+02,-7.221E-01, 4.919E-02
 4.600E+02,-3.922E-16,-6.537E-17,-6.598E-05,-4.338E-05,-5.809E-13,-8.960E-06, 1.183E-04, 1.302E+02, 1.856E+02,-8.639E-01, 4.919E-02
 4.700E+02,-4.917E-22,-2.232E-22,-4.150E-05,-3.792E-05,-4.401E-22,-1.966E-05, 9.908E-05, 1.257E+02, 1.773E+02,-8.601E-01, 4.919E-02
 4.800E+02,-1.639E-22,-2.447E-22,-1.999E-05,-3.227E-05,-2.268E-22,-5.430E-06, 5.769E-05, 1.217E+02, 1.700E+02,-9.212E-01, 4.919E-02
 4.900E+02,-1.228E-22,-5.744E-23,-1.264E-05,-2.622E-05,-1.102E-22,-1.185E-22, 3.886E-05, 1.179E+02, 1.636E+02,-9.178E-01, 4.919E-02
 5.000E+02,-8.688E-23,-4.996E-23,-2.128E-06,-2.112E-05,-2.675E-23,-5.459E-23, 2.325E-05, 1.146E+02, 1.581E+02,-9.151E-01, 4.919E-02
 5.100E+02,-3.933E-23,-3.085E-23,-2.096E-06,-1.862E-05,-4.303E-23,-4.111E-23, 2.072E-05, 1.115E+02, 1.531E+02,-8.880E-01, 4.919E-02
 5.200E+02,-3.133E-23,-2.750E-23,-1.998E-06,-1.641E-05,-2.405E-23,-3.520E-23, 1.841E-05, 1.087E+02, 1.486E+02,-8.545E-01, 4.919E-02
 5.300E+02,-2.091E-23,-2.298E-23,-1.848E-06,-1.481E-05,-1.370E-23,-3.148E-23, 1.666E-05, 1.062E+02, 1.445E+02,-8.287E-01, 4.919E-02
 5.400E+02,-2.389E-23,-1.161E-23,-1.747E-06,-1.347E-05,-1.911E-23,-2.259E-23, 1.522E-05, 1.038E+02, 1.407E+02,-7.997E-01, 4.919E-02
 5.500E+02,-8.583E-24,-8.024E-24,-1.714E-06,-1.293E-05,-9.887E-24,-1.636E-23, 1.464E-05, 1.016E+02, 1.372E+02,-7.693E-01, 4.919E-02
 5.600E+02,-5.602E-24,-2.606E-24,-1.559E-06,-1.159E-05,-7.320E-24,-4.189E-24, 1.315E-05, 9.956E+01, 1.339E+02,-7.543E-01, 4.919E-02
 5.700E+02,-1.139E-23,-9.302E-24,-1.493E-06,-1.089E-05,-3.250E-24,-9.115E-25, 1.239E-05, 9.764E+01, 1.310E+02,-7.328E-01, 4.919E-02
 5.800E+02,-1.005E-23,-1.907E-23,-1.479E-06,-1.048E-05,-5.296E-24,-1.272E-23, 1.196E-05, 9.585E+01, 1.282E+02,-7.095E-01, 4.919E-02
 5.900E+02,-1.552E-23,-1.913E-23,-1.391E-06,-9.893E-06,-1.302E-23,-2.680E-23, 1.128E-05, 9.416E+01, 1.255E+02,-6.956E-01, 4.919E-02
 6.000E+02,-1.122E-23,-1.699E-23,-1.305E-06,-9.595E-06,-1.566E-23,-3.210E-23, 1.090E-05, 9.257E+01, 1.230E+02,-6.771E-01, 4.919E-02
 6.100E+02,-5.567E-24,-1.127E-23,-1.252E-06,-9.099E-06,-7.977E-24,-1.945E-23, 1.035E-05, 9.108E+01, 1.206E+02,-6.594E-01, 4.919E-02
 6.200E+02,-4.113E-24,-9.159E-24,-1.188E-06,-8.560E-06,-6.182E-24,-1.448E-23, 9.748E-06, 8.967E+01, 1.185E+02,-6.453E-01, 4.919E-02
 6.300E+02,-3.364E-24,-4.858E-24,-1.145E-06,-8.118E-06,-3.352E-24,-8.516E-24, 9.262E-06, 8.832E+01, 1.164E+02,-6.344E-01, 4.919E-02
 6.400E+02,-4.441E-24,-4.921E-24,-1.105E-06,-7.793E-06,-4.606E-24,-8.423E-24, 8.898E-06, 8.705E+01, 1.145E+02,-6.255E-01, 4.919E-02
 6.500E+02,-3.848E-24,-6.478E-24,-1.079E-06,-7.462E-06,-3.040E-24,-6.035E-24, 8.541E-06, 8.584E+01, 1.126E+02,-6.095E-01, 4.919E-02
 6.600E+02,-5.329E-24,-9.199E-24,-1.045E-06,-7.128E-06,-1.316E-24,-3.061E-24, 8.172E-06, 8.470E+01, 1.109E+02,-5.984E-01, 4.919E-02
 6.700E+02,-5.457E-24,-9.171E-24,-1.030E-06,-6.898E-06,-6.203E-24,-5.845E-24, 7.928E-06, 8.360E+01, 1.092E+02,-5.854E-01, 4.919E-02
 6.800E+02,-6.767E-24,-9.998E-24,-1.008E-06,-6.717E-06,-9.346E-24,-1.386E-23, 7.726E-06, 8.256E+01, 1.076E+02,-5.768E-01, 4.919E-02
 6.900E+02,-4.719E-24,-1.134E-23,-9.659E-07,-6.322E-06,-9.316E-24,-1.807E-23, 7.288E-06, 8.157E+01, 1.062E+02,-5.608E-01, 4.919E-02
 7.000E+02,-1.002E-23,-1.545E-23,-9.554E-07,-6.261E-06,-7.382E-24,-1.151E-23, 7.217E-06, 8.062E+01, 1.047E+02,-5.530E-01, 4.919E-02
 7.100E+02,-1.024E-23,-2.230E-23,-9.520E-07,-6.289E-06,-1.034E-23,-1.250E-23, 7.241E-06, 7.971E+01, 1.033E+02,-5.449E-01, 4.919E-02
 7.200E+02,-7.414E-24,-1.313E-23,-9.160E-07,-5.911E-06,-1.069E-23,-1.219E-23, 6.827E-06, 7.885E+01, 1.020E+02,-5.336E-01, 4.919E-02
 7.300E+02,-5.815E-24,-1.635E-23,-9.349E-07,-5.787E-06,-1.140E-23,-1.686E-23, 6.722E-06, 7.801E+01, 1.008E+02,-5.278E-01, 4.919E-02
 7.400E+02,-7.472E-24,-1.111E-23,-9.369E-07,-5.569E-06,-9.142E-24,-1.508E-23, 6.505E-06, 7.721E+01, 9.962E+01,-5.233E-01, 4.919E-02
 7.500E+02,-6.892E-24,-1.515E-23,-9.146E-07,-5.298E-06,-1.303E-23,-2.360E-23, 6.212E-06, 7.644E+01, 9.849E+01,-5.136E-01, 4.919E-02
 7.600E+02,-9.533E-24,-1.184E-23,-8.709E-07,-5.054E-06,-1.053E-23,-2.027E-23, 5.925E-06, 7.570E+01, 9.738E+01,-5.067E-01, 4.919E-02
 7.700E+02,-1.108E-23,-2.039E-23,-8.492E-07,-5.010E-06,-1.376E-23,-1.636E-23, 5.859E-06, 7.499E+01, 9.633E+01,-4.988E-01, 4.919E-02
 7.800E+02,-1.151E-23,-1.896E-23,-8.763E-07,-5.056E-06,-1.598E-23,-2.050E-23, 5.932E-06, 7.430E+01, 9.536E+01,-4.901E-01, 4.919E-02
 7.900E+02,-4.022E-24,-9.632E-24,-8.404E-07,-4.803E-06,-7.856E-24,-1.507E-23, 5.644E-06, 7.364E+01, 9.438E+01,-4.879E-01, 4.919E-02
 8.000E+02,-3.927E-24,-8.170E-24,-8.010E-07,-4.582E-06,-7.557E-24,-1.164E-23, 5.383E-06, 7.300E+01, 9.348E+01,-4.818E-01, 4.919E-02
 8.100E+02,-7.401E-24,-1.284E-23,-7.806E-07,-4.439E-06,-1.179E-23,-1.666E-23, 5.220E-06, 7.239E+01, 9.255E+01,-4.754E-01, 4.919E-02
 8.200E+02,-8.665E-24,-1.284E-23,-7.894E-07,-4.401E-06,-8.379E-24,-1.590E-23, 5.190E-06, 7.180E+01, 9.170E+01,-4.676E-01, 4.919E-02
 8.300E+02,-4.552E-24,-8.989E-24,-7.633E-07,-4.227E-06,-6.902E-24,-1.309E-23, 4.990E-06, 7.122E+01, 9.085E+01,-4.668E-01, 4.919E-02
 8.400E+02,-3.724E-24,-7.621E-24,-7.768E-07,-4.228E-06,-5.702E-24,-9.825E-24, 5.004E-06, 7.066E+01, 9.010E+01,-4.625E-01, 4.919E-02
 8.500E+02,-4.795E-24,-7.899E-24,-7.577E-07,-4.017E-06,-4.533E-24,-8.131E-24, 4.775E-06, 7.014E+01, 8.934E+01,-4.533E-01, 4.919E-02
 8.600E+02,-1.126E-23,-1.626E-23,-7.500E-07,-3.960E-06,-1.457E-23,-1.275E-23, 4.710E-06, 6.962E+01, 8.860E+01,-4.493E-01, 4.919E-02
 8.700E+02,-5.455E-24,-4.673E-24,-7.350E-07,-3.859E-06,-3.187E-24,-4.423E-24, 4.594E-06, 6.912E+01, 8.788E+01,-4.443E-01, 4.919E-02
 8.800E+02,-2.110E-24,-5.905E-24,-7.225E-07,-3.757E-06,-3.789E-24,-8.911E-24, 4.480E-06, 6.864E+01, 8.716E+01,-4.405E-01, 4.919E-02
 8.900E+02,-7.592E-24,-1.237E-23,-7.200E-07,-3.757E-06,-1.070E-23,-1.029E-23, 4.477E-06, 6.817E+01, 8.649E+01,-4.355E-01, 4.919E-02
 9.000E+02,-5.722E-24,-8.204E-24,-7.161E-07,-3.700E-06,-8.880E-24,-9.472E-24, 4.416E-06, 6.772E+01, 8.585E+01,-4.311E-01, 4.919E-02
