s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
Time,mdot_hexane,mdot_heptane,mdot_octane,mdot_decane,mdot_benzene,mdot_toluene,mdot,Tsurf,Tsurf_max,flux,delta
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.000E+01, 2.000E+01, 9.000E+00, 7.000E-02
 1.001E+01,-8.190E-05,-3.176E-06,-1.461E-06,-9.426E-08,-1.466E-05,-4.532E-06, 1.058E-04, 2.629E+01, 2.730E+01, 4.698E+00, 7.000E-02
 2.001E+01,-1.167E-04,-4.652E-06,-2.173E-06,-1.431E-07,-2.120E-05,-6.631E-06, 1.515E-04, 2.883E+01, 3.393E+01, 9.617E-01, 7.000E-02
 3.001E+01,-1.216E-04,-4.995E-06,-2.370E-06,-1.589E-07,-2.252E-05,-7.132E-06, 1.588E-04, 2.990E+01, 4.007E+01, 1.003E+00, 6.999E-02
 4.000E+01,-1.263E-04,-5.365E-06,-2.591E-06,-1.774E-07,-2.391E-05,-7.680E-06, 1.660E-04, 3.102E+01, 4.610E+01, 1.040E+00, 6.999E-02
 5.000E+01,-1.312E-04,-5.783E-06,-2.847E-06,-1.994E-07,-2.546E-05,-8.307E-06, 1.738E-04, 3.217E+01, 5.349E+01, 1.079E+00, 6.999E-02
 6.000E+01,-1.378E-04,-6.341E-06,-3.193E-06,-2.297E-07,-2.754E-05,-9.153E-06, 1.843E-04, 3.334E+01, 6.070E+01, 1.131E+00, 6.998E-02
 7.001E+01,-1.659E-04,-7.155E-06,-3.699E-06,-2.749E-07,-3.062E-05,-1.039E-05, 2.180E-04, 3.462E+01, 6.904E+01, 1.290E+00, 6.997E-02
 8.000E+01,-1.139E-03,-9.542E-06,-5.127E-06,-4.043E-07,-3.990E-05,-1.386E-05, 1.208E-03, 3.748E+01, 7.460E+01, 4.037E+00, 6.990E-02
 9.000E+01,-5.017E-03,-1.407E-05,-7.951E-06,-6.770E-07,-1.127E-04,-2.038E-05, 5.173E-03, 4.479E+01, 8.355E+01, 9.772E+00, 6.915E-02
 1.000E+02,-2.325E-02,-1.577E-05,-9.161E-06,-8.135E-07,-3.255E-04,-2.271E-05, 2.363E-02, 5.623E+01, 8.403E+01, 1.946E+01, 6.811E-02
 1.100E+02,-5.614E-02,-1.081E-05,-6.364E-06,-5.849E-07,-9.245E-04,-1.531E-05, 5.710E-02, 6.898E+01, 9.019E+01, 3.046E+01, 6.517E-02
 1.200E+02,-1.064E-01,-3.279E-06,-6.750E-07,-6.283E-08,-3.793E-03,-1.604E-06, 1.102E-01, 7.522E+01, 9.609E+01, 3.632E+01, 6.324E-02
 1.300E+02,-1.164E-01,-1.239E-04,-1.605E-09,-1.488E-10,-9.202E-03,-6.236E-08, 1.257E-01, 7.981E+01, 1.030E+02, 3.637E+01, 6.201E-02
 1.400E+02,-8.597E-02,-1.109E-03,-9.923E-09,-9.617E-10,-2.072E-02,-5.792E-06, 1.078E-01, 8.525E+01, 1.107E+02, 3.639E+01, 6.082E-02
 1.500E+02,-5.654E-02,-3.845E-03,-2.241E-08,-2.188E-09,-3.384E-02,-1.677E-04, 9.439E-02, 9.217E+01, 1.109E+02, 3.565E+01, 5.959E-02
 1.600E+02,-4.223E-02,-9.570E-03,-3.654E-08,-3.608E-09,-3.455E-02,-8.263E-04, 8.717E-02, 9.852E+01, 1.110E+02, 3.422E+01, 5.850E-02
 1.700E+02,-3.715E-02,-1.083E-02,-1.125E-07,-1.153E-08,-2.997E-02,-2.781E-03, 8.073E-02, 1.029E+02, 1.120E+02, 3.369E+01, 5.750E-02
 1.800E+02,-3.474E-02,-1.026E-02,-1.955E-07,-2.052E-08,-2.530E-02,-6.069E-03, 7.637E-02, 1.061E+02, 1.183E+02, 3.327E+01, 5.635E-02
 1.900E+02,-3.351E-02,-9.323E-03,-5.862E-07,-6.407E-08,-2.304E-02,-1.231E-02, 7.819E-02, 1.078E+02, 1.196E+02, 3.329E+01, 5.503E-02
 2.000E+02,-3.109E-02,-7.544E-03,-4.913E-07,-5.409E-08,-2.033E-02,-2.501E-02, 8.398E-02, 1.058E+02, 1.201E+02, 3.431E+01, 5.398E-02
 2.100E+02,-2.703E-02,-6.058E-03,-2.365E-06,-2.652E-07,-1.730E-02,-2.771E-02, 7.811E-02, 1.018E+02, 1.204E+02, 3.407E+01, 5.312E-02
 2.200E+02,-2.342E-02,-4.970E-03,-4.494E-05,-6.482E-07,-1.550E-02,-2.627E-02, 7.020E-02, 1.049E+02, 1.259E+02, 3.294E+01, 5.236E-02
 2.300E+02,-1.977E-02,-4.025E-03,-6.171E-04,-2.844E-06,-1.400E-02,-2.406E-02, 6.248E-02, 1.097E+02, 1.262E+02, 3.240E+01, 5.183E-02
 2.400E+02,-1.548E-02,-3.084E-03,-2.602E-03,-1.042E-05,-1.139E-02,-2.102E-02, 5.359E-02, 1.129E+02, 1.274E+02, 3.408E+01, 5.161E-02
 2.500E+02,-1.202E-02,-2.351E-03,-1.123E-02,-7.765E-05,-8.802E-03,-1.447E-02, 4.894E-02, 1.182E+02, 1.306E+02, 4.091E+01, 5.125E-02
 2.600E+02,-8.653E-03,-1.670E-03,-2.132E-02,-1.295E-04,-6.368E-03,-1.038E-02, 4.852E-02, 1.231E+02, 1.407E+02, 4.085E+01, 5.066E-02
 2.700E+02,-6.126E-03,-1.147E-03,-1.595E-02,-7.577E-03,-4.553E-03,-7.898E-03, 4.326E-02, 1.349E+02, 1.754E+02, 4.716E+01, 5.038E-02
 2.800E+02,-4.292E-03,-7.965E-04,-8.259E-03,-9.211E-03,-3.268E-03,-5.848E-03, 3.167E-02, 1.675E+02, 2.534E+02, 5.453E+01, 4.951E-02
 2.900E+02,-2.872E-03,-5.258E-04,-5.989E-03,-3.123E-03,-2.223E-03,-4.366E-03, 1.910E-02, 2.123E+02, 3.335E+02, 5.821E+01, 4.919E-02
 3.000E+02,-1.842E-03,-3.334E-04,-4.700E-03,-2.170E-03,-1.440E-03,-3.392E-03, 1.388E-02, 2.385E+02, 3.746E+02, 5.262E+01, 4.919E-02
 3.100E+02,-1.223E-03,-2.227E-04,-3.609E-03,-1.669E-03,-9.691E-04,-2.318E-03, 1.001E-02, 2.484E+02, 3.856E+02, 4.194E+01, 4.919E-02
 3.200E+02,-8.274E-04,-1.462E-04,-2.879E-03,-1.302E-03,-6.438E-04,-1.592E-03, 7.391E-03, 2.453E+02, 3.787E+02, 3.243E+01, 4.919E-02
 3.300E+02,-5.515E-04,-9.890E-05,-2.704E-03,-1.141E-03,-4.295E-04,-1.337E-03, 6.262E-03, 2.425E+02, 3.738E+02, 2.873E+01, 4.919E-02
 3.400E+02,-3.751E-04,-6.586E-05,-2.146E-03,-8.879E-04,-2.945E-04,-1.031E-03, 4.800E-03, 2.354E+02, 3.637E+02, 2.193E+01, 4.919E-02
 3.500E+02,-2.483E-04,-4.394E-05,-1.811E-03,-7.379E-04,-1.886E-04,-7.376E-04, 3.767E-03, 2.263E+02, 3.598E+02, 1.714E+01, 4.919E-02
 3.600E+02,-1.843E-04,-3.281E-05,-1.678E-03,-5.620E-04,-1.395E-04,-4.519E-04, 3.048E-03, 2.161E+02, 3.539E+02, 1.363E+01, 4.919E-02
