s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
 2.500E+02,-7.054E-05,-3.706E-06,-1.964E-06,-1.449E-07,-1.583E-05,-5.576E-06, 9.777E-05, 3.372E+01, 4.821E+01, 4.215E-01, 5.997E-02
 2.600E+02,-7.040E-05,-3.763E-06,-2.010E-06,-1.495E-07,-1.601E-05,-5.683E-06, 9.802E-05, 3.400E+01, 4.913E+01, 4.234E-01, 5.997E-02
 2.700E+02,-6.885E-05,-3.718E-06,-1.998E-06,-1.495E-07,-1.578E-05,-5.625E-06, 9.611E-05, 3.430E+01, 5.011E+01, 4.123E-01, 5.997E-02
 2.800E+02,-7.061E-05,-3.883E-06,-2.105E-06,-1.587E-07,-1.641E-05,-5.899E-06, 9.907E-05, 3.459E+01, 5.072E+01, 4.242E-01, 5.996E-02
 2.900E+02,-6.938E-05,-3.877E-06,-2.117E-06,-1.608E-07,-1.633E-05,-5.914E-06, 9.778E-05, 3.487E+01, 5.148E+01, 4.156E-01, 5.996E-02
 3.000E+02,-7.368E-05,-4.118E-06,-2.255E-06,-1.720E-07,-1.732E-05,-6.282E-06, 1.038E-04, 3.513E+01, 5.230E+01, 4.413E-01, 5.996E-02
 3.100E+02,-7.216E-05,-4.099E-06,-2.264E-06,-1.741E-07,-1.718E-05,-6.278E-06, 1.022E-04, 3.541E+01, 5.338E+01, 4.311E-01, 5.996E-02
 3.200E+02,-7.256E-05,-4.173E-06,-2.321E-06,-1.798E-07,-1.744E-05,-6.413E-06, 1.031E-04, 3.568E+01, 5.434E+01, 4.347E-01, 5.996E-02
 3.300E+02,-7.544E-05,-4.422E-06,-2.483E-06,-1.940E-07,-1.842E-05,-6.829E-06, 1.078E-04, 3.595E+01, 5.518E+01, 4.518E-01, 5.996E-02
 3.400E+02,-7.366E-05,-4.392E-06,-2.489E-06,-1.963E-07,-1.823E-05,-6.815E-06, 1.058E-04, 3.624E+01, 5.619E+01, 4.411E-01, 5.996E-02
 3.500E+02,-7.513E-05,-4.472E-06,-2.536E-06,-2.004E-07,-1.854E-05,-6.934E-06, 1.078E-04, 3.650E+01, 5.721E+01, 4.483E-01, 5.995E-02
 3.600E+02,-7.672E-05,-4.611E-06,-2.632E-06,-2.096E-07,-1.906E-05,-7.168E-06, 1.104E-04, 3.676E+01, 5.834E+01, 4.559E-01, 5.995E-02
 3.700E+02,-7.602E-05,-4.657E-06,-2.685E-06,-2.157E-07,-1.919E-05,-7.281E-06, 1.100E-04, 3.704E+01, 5.929E+01, 4.539E-01, 5.995E-02
 3.800E+02,-7.750E-05,-4.848E-06,-2.824E-06,-2.290E-07,-1.990E-05,-7.624E-06, 1.129E-04, 3.731E+01, 5.987E+01, 4.637E-01, 5.995E-02
 3.900E+02,-7.779E-05,-5.000E-06,-2.954E-06,-2.430E-07,-2.042E-05,-7.923E-06, 1.143E-04, 3.758E+01, 6.010E+01, 4.662E-01, 5.995E-02
 4.000E+02,-7.905E-05,-5.092E-06,-3.021E-06,-2.499E-07,-2.076E-05,-8.080E-06, 1.162E-04, 3.789E+01, 6.120E+01, 4.769E-01, 5.995E-02
 4.100E+02,-7.870E-05,-5.115E-06,-3.052E-06,-2.541E-07,-2.081E-05,-8.141E-06, 1.161E-04, 3.820E+01, 6.195E+01, 4.731E-01, 5.994E-02
 4.200E+02,-7.901E-05,-5.149E-06,-3.086E-06,-2.584E-07,-2.091E-05,-8.204E-06, 1.166E-04, 3.847E+01, 6.294E+01, 4.747E-01, 5.994E-02
 4.300E+02,-8.137E-05,-5.379E-06,-3.253E-06,-2.750E-07,-2.177E-05,-8.609E-06, 1.207E-04, 3.876E+01, 6.380E+01, 4.875E-01, 5.994E-02
 4.400E+02,-8.271E-05,-5.568E-06,-3.402E-06,-2.907E-07,-2.246E-05,-8.967E-06, 1.234E-04, 3.906E+01, 6.489E+01, 4.977E-01, 5.994E-02
 4.500E+02,-7.979E-05,-5.514E-06,-3.418E-06,-2.963E-07,-2.214E-05,-8.956E-06, 1.201E-04, 3.935E+01, 6.617E+01, 4.843E-01, 5.994E-02
 4.600E+02,-8.037E-05,-5.675E-06,-3.565E-06,-3.131E-07,-2.271E-05,-9.291E-06, 1.219E-04, 3.963E+01, 6.701E+01, 4.874E-01, 5.994E-02
 4.700E+02,-8.528E-05,-6.000E-06,-3.773E-06,-3.322E-07,-2.399E-05,-9.821E-06, 1.292E-04, 3.993E+01, 6.793E+01, 5.205E-01, 5.993E-02
 4.800E+02,-8.424E-05,-5.957E-06,-3.771E-06,-3.348E-07,-2.376E-05,-9.779E-06, 1.278E-04, 4.023E+01, 6.856E+01, 5.076E-01, 5.993E-02
 4.900E+02,-9.036E-05,-5.997E-06,-3.835E-06,-3.452E-07,-2.384E-05,-9.890E-06, 1.343E-04, 4.054E+01, 6.911E+01, 5.258E-01, 5.993E-02
 5.000E+02,-1.169E-04,-6.256E-06,-4.046E-06,-3.693E-07,-2.480E-05,-1.038E-05, 1.628E-04, 4.092E+01, 6.947E+01, 6.175E-01, 5.993E-02
 5.100E+02,-1.982E-03,-8.536E-06,-5.656E-06,-5.361E-07,-3.459E-05,-1.410E-05, 2.045E-03, 4.386E+01, 7.535E+01, 5.141E+00, 5.993E-02
 5.200E+02,-7.247E-03,-1.410E-05,-9.499E-06,-9.375E-07,-1.442E-04,-2.267E-05, 7.439E-03, 5.307E+01, 8.347E+01, 1.227E+01, 5.992E-02
 5.300E+02,-3.075E-02,-1.833E-05,-1.218E-05,-1.217E-06,-6.149E-04,-2.833E-05, 3.142E-02, 6.744E+01, 8.606E+01, 2.639E+01, 5.979E-02
 5.400E+02,-7.167E-02,-1.556E-07,-9.787E-08,-9.541E-09,-8.187E-04,-2.268E-07, 7.249E-02, 7.275E+01, 8.739E+01, 2.796E+01, 5.918E-02
 5.500E+02,-8.218E-02, 0.000E+00, 0.000E+00, 0.000E+00,-4.118E-03, 0.000E+00, 8.629E-02, 7.604E+01, 9.302E+01, 3.010E+01, 5.722E-02
 5.600E+02,-8.883E-02,-4.705E-05, 0.000E+00, 0.000E+00,-9.981E-03, 0.000E+00, 9.886E-02, 8.032E+01, 9.748E+01, 3.033E+01, 5.551E-02
 5.700E+02,-4.342E-02,-6.990E-04,-4.030E-08,-3.954E-09,-1.676E-02,-1.229E-06, 6.088E-02, 8.450E+01, 1.059E+02, 2.701E+01, 5.471E-02
 5.800E+02,-2.086E-02,-2.283E-03,-4.290E-08,-4.392E-09,-2.326E-02,-3.706E-05, 4.643E-02, 8.909E+01, 1.101E+02, 2.517E+01, 5.395E-02
 5.900E+02,-1.253E-02,-3.937E-03,-5.051E-07,-5.342E-08,-2.458E-02,-3.730E-04, 4.142E-02, 9.376E+01, 1.113E+02, 2.474E+01, 5.321E-02
 6.000E+02,-6.664E-03,-5.863E-03,-5.707E-06,-6.303E-07,-2.443E-02,-1.672E-03, 3.864E-02, 9.796E+01, 1.120E+02, 2.518E+01, 5.277E-02
