s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
 2.000E+02,-4.939E-06,-3.860E-04,-2.475E-04,-3.995E-04,-2.456E-04,-5.022E-03,-3.711E-02, 4.342E-02, 1.956E+02, 1.964E+02, 2.903E+01, 5.305E-02
 2.100E+02,-3.421E-06,-3.227E-04,-2.081E-04,-3.551E-04,-2.046E-04,-7.382E-03,-3.735E-02, 4.583E-02, 1.957E+02, 1.962E+02, 2.822E+01, 5.224E-02
 2.200E+02,-1.503E-06,-1.152E-04,-7.447E-05,-1.247E-04,-7.244E-05,-1.287E-02,-3.371E-02, 4.696E-02, 1.957E+02, 1.963E+02, 2.772E+01, 5.141E-02
 2.300E+02,-1.114E-06,-9.886E-05,-6.681E-05,-1.072E-04,-6.062E-05,-1.697E-02,-2.732E-02, 4.462E-02, 2.030E+02, 2.755E+02, 2.825E+01, 5.056E-02
 2.400E+02,-1.849E-07,-1.839E-05,-1.604E-05,-1.855E-05,-9.966E-06,-8.198E-03,-2.318E-02, 3.144E-02, 2.529E+02, 4.057E+02, 3.294E+01, 4.978E-02
 2.500E+02,-1.638E-19,-1.573E-19,-1.510E-19,-1.577E-19,-1.258E-19,-1.168E-02,-2.071E-02, 3.239E-02, 2.807E+02, 4.859E+02, 3.072E+01, 4.974E-02
 2.600E+02,-1.107E-19,-1.103E-19,-1.589E-19,-1.331E-19,-1.436E-19,-7.314E-03,-1.635E-02, 2.366E-02, 3.214E+02, 5.334E+02, 3.447E+01, 4.974E-02
 2.700E+02,-1.242E-19,-1.190E-19,-8.315E-20,-9.221E-20,-1.215E-19,-3.342E-03,-1.570E-02, 1.904E-02, 3.698E+02, 5.832E+02, 3.333E+01, 4.974E-02
 2.800E+02,-7.815E-20,-7.422E-20,-6.789E-20,-7.400E-20,-7.774E-20,-4.464E-03,-1.501E-02, 1.948E-02, 3.905E+02, 6.068E+02, 3.123E+01, 4.974E-02
 2.900E+02,-2.630E-20,-3.012E-20,-2.244E-20,-3.142E-20,-3.141E-20,-4.747E-03,-1.352E-02, 1.827E-02, 4.095E+02, 6.256E+02, 3.040E+01, 4.974E-02
 3.000E+02,-5.953E-20,-5.164E-20,-5.314E-20,-5.937E-20,-5.435E-20,-7.407E-03,-1.027E-02, 1.768E-02, 4.205E+02, 6.352E+02, 2.838E+01, 4.974E-02
 3.100E+02,-3.608E-20,-4.094E-20,-4.575E-20,-4.080E-20,-4.022E-20,-6.118E-03,-6.412E-03, 1.253E-02, 4.269E+02, 6.347E+02, 2.266E+01, 4.974E-02
 3.200E+02,-1.894E-20,-1.554E-20,-1.661E-20,-1.724E-20,-1.156E-20,-2.693E-03,-3.890E-03, 6.583E-03, 4.062E+02, 5.720E+02, 1.313E+01, 4.974E-02
 3.300E+02,-1.062E-20,-1.911E-20,-1.031E-20,-9.668E-21,-7.953E-21,-1.315E-03,-2.735E-03, 4.050E-03, 3.701E+02, 5.164E+02, 7.218E+00, 4.974E-02
 3.400E+02,-8.284E-21,-9.325E-21,-9.783E-21,-9.205E-21,-2.334E-20,-1.753E-03,-2.343E-03, 4.096E-03, 3.569E+02, 4.807E+02, 8.722E+00, 4.974E-02
 3.500E+02,-2.012E-20,-1.298E-20,-2.402E-20,-1.495E-20,-1.261E-20,-2.023E-03,-1.778E-03, 3.802E-03, 3.450E+02, 4.750E+02, 7.302E+00, 4.974E-02
 3.600E+02,-1.648E-20,-1.604E-20,-1.007E-20,-1.577E-20,-8.477E-21,-8.841E-04,-1.567E-03, 2.451E-03, 3.145E+02, 4.140E+02, 5.048E-01, 4.974E-02
 3.700E+02,-8.971E-21,-7.202E-21,-9.576E-21,-1.055E-20,-1.007E-20,-5.631E-04,-1.785E-03, 2.348E-03, 2.861E+02, 3.487E+02, 4.977E-01, 4.974E-02
 3.800E+02,-1.753E-21,-3.466E-21,-2.700E-21,-5.369E-21,-3.901E-21,-7.831E-04,-1.622E-03, 2.405E-03, 2.724E+02, 3.320E+02, 1.226E+00, 4.974E-02
 3.900E+02,-5.817E-21,-8.155E-21,-6.784E-21,-7.490E-21,-8.218E-21,-1.110E-03,-1.321E-03, 2.431E-03, 2.622E+02, 3.387E+02, 1.675E+00, 4.974E-02
 4.000E+02,-3.480E-21,-3.960E-21,-4.180E-21,-3.841E-21,-3.115E-21,-4.939E-04,-4.802E-04, 9.741E-04, 2.488E+02, 3.166E+02,-1.243E+00, 4.974E-02
 4.100E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.250E+02, 2.577E+02,-2.954E+00, 4.974E-02
 4.200E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.113E+02, 2.429E+02,-2.521E+00, 4.974E-02
 4.300E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.006E+02, 2.309E+02,-2.293E+00, 4.974E-02
 4.400E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.920E+02, 2.210E+02,-2.054E+00, 4.974E-02
 4.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.847E+02, 2.132E+02,-1.908E+00, 4.974E-02
 4.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.781E+02, 2.060E+02,-1.787E+00, 4.974E-02
 4.700E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.722E+02, 1.985E+02,-1.687E+00, 4.974E-02
 4.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.671E+02, 1.925E+02,-1.567E+00, 4.974E-02
 4.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.624E+02, 1.865E+02,-1.480E+00, 4.974E-02
 5.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.581E+02, 1.812E+02,-1.388E+00, 4.974E-02
 5.100E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.541E+02, 1.766E+02,-1.331E+00, 4.974E-02
 5.200E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.504E+02, 1.722E+02,-1.289E+00, 4.974E-02
 5.300E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.469E+02, 1.681E+02,-1.223E+00, 4.974E-02
 5.400E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.438E+02, 1.645E+02,-1.164E+00, 4.974E-02
 5.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.407E+02, 1.608E+02,-1.131E+00, 4.974E-02
 5.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.378E+02, 1.569E+02,-1.093E+00, 4.974E-02
 5.700E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.352E+02, 1.538E+02,-1.053E+00, 4.974E-02
 5.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.325E+02, 1.507E+02,-1.056E+00, 4.974E-02
 5.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.300E+02, 1.477E+02,-9.976E-01, 4.974E-02
 6.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.278E+02, 1.451E+02,-9.611E-01, 4.974E-02
 6.100E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.255E+02, 1.425E+02,-9.576E-01, 4.974E-02
 6.200E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.234E+02, 1.399E+02,-9.167E-01, 4.974E-02
 6.300E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.214E+02, 1.374E+02,-9.001E-01, 4.974E-02
 6.400E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.194E+02, 1.351E+02,-8.734E-01, 4.974E-02
 6.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.176E+02, 1.330E+02,-8.449E-01, 4.974E-02
 6.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.159E+02, 1.310E+02,-8.288E-01, 4.974E-02
 6.700E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.142E+02, 1.290E+02,-8.119E-01, 4.974E-02
 6.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.125E+02, 1.270E+02,-7.982E-01, 4.974E-02
 6.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.109E+02, 1.251E+02,-7.814E-01, 4.974E-02
 7.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.095E+02, 1.234E+02,-7.442E-01, 4.974E-02
 7.100E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.081E+02, 1.219E+02,-7.421E-01, 4.974E-02
 7.200E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.066E+02, 1.202E+02,-7.466E-01, 4.974E-02
 7.300E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.052E+02, 1.185E+02,-7.210E-01, 4.974E-02
 7.400E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.039E+02, 1.171E+02,-7.038E-01, 4.974E-02
 7.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.027E+02, 1.157E+02,-6.852E-01, 4.974E-02
 7.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.016E+02, 1.141E+02,-6.656E-01, 4.974E-02
 7.700E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.004E+02, 1.127E+02,-6.687E-01, 4.974E-02
 7.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.921E+01, 1.114E+02,-6.542E-01, 4.974E-02
 7.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.803E+01, 1.101E+02,-6.642E-01, 4.974E-02
 8.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.698E+01, 1.089E+02,-6.349E-01, 4.974E-02
 8.100E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.592E+01, 1.076E+02,-6.355E-01, 4.974E-02
 8.200E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.491E+01, 1.064E+02,-6.186E-01, 4.974E-02
 8.300E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.395E+01, 1.054E+02,-6.130E-01, 4.974E-02
 8.400E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.292E+01, 1.044E+02,-6.160E-01, 4.974E-02
 8.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.200E+01, 1.031E+02,-5.988E-01, 4.974E-02
 8.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.116E+01, 1.022E+02,-5.772E-01, 4.974E-02
 8.700E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.028E+01, 1.012E+02,-5.800E-01, 4.974E-02
 8.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.950E+01, 1.002E+02,-5.544E-01, 4.974E-02
 8.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.866E+01, 9.912E+01,-5.656E-01, 4.974E-02
 9.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.782E+01, 9.816E+01,-5.571E-01, 4.974E-02
